Date,minor,Open,High,Low,Close,Volume
2015-02-17,GOOGL,551.16,553.0,543.26,545.01,1958679.0
2015-02-17,MSFT,43.97,44.0,43.19,43.58,33695749.0
2015-02-18,AAPL,127.62,128.78,127.45,128.72,44891737.0
2015-02-18,AMZN,375.42,376.74,372.85,373.37,2650610.0
2015-02-18,GOOG,541.4,545.49,537.51,539.7,1449089.0
2015-02-18,GOOGL,543.82,547.55,539.55,542.65,1558153.0
2015-02-18,MSFT,43.63,43.7,43.39,43.53,27111657.0
2015-02-19,AAPL,128.48,129.03,128.33,128.45,37362381.0
2015-02-19,AMZN,373.49,381.88,373.43,379.0,2953752.0
2015-02-19,GOOG,538.04,543.11,538.01,542.87,987478.0
2015-02-19,GOOGL,542.47,546.86,540.75,546.45,1541669.0
2015-02-19,MSFT,43.18,43.53,43.05,43.5,27603420.0
2015-02-20,AAPL,128.62,129.5,128.05,129.5,48948419.0
2015-02-20,AMZN,378.62,383.7,375.84,383.66,3258023.0
2015-02-20,GOOG,543.13,543.75,535.8,538.95,1441212.0
2015-02-20,GOOGL,547.58,547.58,538.1,541.8,1911732.0
2015-02-20,MSFT,43.51,43.88,43.29,43.86,29721133.0
2015-02-23,AAPL,130.02,133.0,129.66,133.0,70974110.0
2015-02-23,AMZN,383.44,384.54,378.0,380.14,2176989.0
2015-02-23,GOOG,536.05,536.44,529.41,531.91,1453907.0
2015-02-23,GOOGL,539.0,539.3,532.0,535.0,1645276.0
2015-02-23,MSFT,43.7,44.19,43.65,44.15,32518754.0
2015-02-24,AAPL,132.94,133.6,131.17,132.17,69228130.0
2015-02-24,AMZN,378.65,380.48,376.16,378.59,1921850.0
2015-02-24,GOOG,530.0,536.79,528.25,536.09,1002393.0
2015-02-24,GOOGL,531.55,539.4,531.0,538.65,1421373.0
2015-02-24,MSFT,44.15,44.3,43.92,44.09,25271747.0
2015-02-25,AAPL,131.56,131.6,128.15,128.79,74711746.0
2015-02-25,AMZN,377.27,387.85,376.54,385.37,3174495.0
2015-02-25,GOOG,535.9,546.22,535.44,543.87,1821041.0
2015-02-25,GOOGL,538.44,549.57,538.01,547.33,2041827.0
2015-02-25,MSFT,43.95,44.09,43.8,43.99,29759820.0
2015-02-26,AAPL,128.78,130.87,126.61,130.42,91287529.0
2015-02-26,AMZN,384.07,389.37,383.28,384.8,2687107.0
2015-02-26,GOOG,543.21,556.14,541.5,555.48,2305219.0
2015-02-26,GOOGL,545.74,560.13,545.09,559.29,2701584.0
2015-02-26,MSFT,43.99,44.23,43.89,44.06,28957329.0
2015-02-27,AAPL,130.0,130.57,128.24,128.46,62014847.0
2015-02-27,AMZN,384.0,385.99,379.79,380.16,2532309.0
2015-02-27,GOOG,554.24,564.71,552.9,558.4,2403553.0
2015-02-27,GOOGL,558.15,569.42,557.03,562.63,3416445.0
2015-02-27,MSFT,44.13,44.2,43.66,43.85,33807740.0
2015-03-02,AAPL,129.25,130.28,128.3,129.09,48096663.0
2015-03-02,AMZN,380.85,385.9,379.48,385.66,2139205.0
2015-03-02,GOOG,560.53,572.15,558.75,571.34,2123796.0
2015-03-02,GOOGL,567.0,575.99,563.15,575.02,2520304.0
2015-03-02,MSFT,43.67,44.19,43.55,43.88,31924049.0
2015-03-03,AAPL,128.96,129.52,128.09,129.36,37816283.0
2015-03-03,AMZN,383.95,386.1,381.6,384.61,1946498.0
2015-03-03,GOOG,570.45,575.39,566.52,573.64,1700084.0
2015-03-03,GOOGL,576.35,580.85,570.5,578.8,2526280.0
2015-03-03,MSFT,43.56,43.82,43.09,43.28,31748648.0
2015-03-04,AAPL,129.1,129.56,128.32,128.54,31666340.0
2015-03-04,AMZN,385.71,387.9,382.19,382.72,2259141.0
2015-03-04,GOOG,571.87,577.11,568.01,573.37,1871694.0
2015-03-04,GOOGL,576.97,581.63,572.52,578.33,1898150.0
2015-03-04,MSFT,43.01,43.21,42.88,43.06,25748692.0
2015-03-05,AAPL,128.58,128.75,125.76,126.41,56517146.0
2015-03-05,AMZN,385.61,388.42,383.89,387.83,2693518.0
2015-03-05,GOOG,575.02,577.91,573.41,575.33,1385818.0
2015-03-05,GOOGL,579.62,583.2,578.23,581.44,1795889.0
2015-03-05,MSFT,43.07,43.24,42.82,43.11,23193541.0
2015-03-06,AAPL,128.4,129.37,126.26,126.6,72842060.0
2015-03-06,AMZN,385.52,387.0,378.88,380.09,2627042.0
2015-03-06,GOOG,574.88,576.68,566.76,567.68,1654561.0
2015-03-06,GOOGL,582.0,582.78,572.06,572.9,1879619.0
2015-03-06,MSFT,43.0,43.11,42.15,42.36,36248785.0
2015-03-09,AAPL,127.96,129.57,125.06,127.14,88528487.0
2015-03-09,AMZN,378.4,379.33,375.28,378.56,2311390.0
2015-03-09,GOOG,566.86,570.27,563.54,568.85,1059336.0
2015-03-09,GOOGL,570.92,575.45,569.05,574.1,1174244.0
2015-03-09,MSFT,42.19,43.12,42.19,42.85,32107957.0
2015-03-10,AAPL,126.41,127.22,123.8,124.51,68856582.0
2015-03-10,AMZN,377.45,377.77,369.18,369.51,3120972.0
2015-03-10,GOOG,564.25,564.85,554.73,555.01,1787357.0
2015-03-10,GOOGL,568.48,569.76,559.82,559.85,2004024.0
2015-03-10,MSFT,42.35,42.71,42.03,42.03,39159730.0
2015-03-11,AAPL,124.75,124.77,122.11,122.24,68938974.0
2015-03-11,AMZN,370.61,373.35,366.26,366.37,2495097.0
2015-03-11,GOOG,555.14,558.14,550.68,551.18,1815763.0
2015-03-11,GOOGL,559.8,564.18,555.41,555.69,2026158.0
2015-03-11,MSFT,42.31,42.37,41.84,41.98,32215314.0
2015-03-12,AAPL,122.31,124.9,121.63,124.45,48362719.0
2015-03-12,AMZN,368.82,375.5,367.52,374.24,2810001.0
2015-03-12,GOOG,553.51,556.37,550.46,555.51,1385772.0
2015-03-12,GOOGL,558.48,561.84,555.53,561.17,1780057.0
2015-03-12,MSFT,41.33,41.65,40.86,41.02,59992502.0
2015-03-13,AAPL,124.4,125.4,122.58,123.59,51827283.0
2015-03-13,AMZN,371.52,373.99,366.68,370.58,2611658.0
2015-03-13,GOOG,553.5,558.4,544.22,547.32,1698872.0
2015-03-13,GOOGL,559.23,564.36,550.33,553.0,1771354.0
2015-03-13,MSFT,40.7,41.47,40.61,41.38,58007705.0
2015-03-16,AAPL,123.88,124.95,122.87,124.95,35874300.0
2015-03-16,AMZN,370.38,373.94,366.72,373.35,2354059.0
2015-03-16,GOOG,550.95,556.85,546.0,554.51,1636493.0
2015-03-16,GOOGL,556.93,563.75,551.32,561.64,1842754.0
2015-03-16,MSFT,41.47,41.64,41.28,41.56,35273452.0
2015-03-17,AAPL,125.9,127.32,125.65,127.04,51023104.0
2015-03-17,AMZN,371.11,374.5,369.64,371.92,2036961.0
2015-03-17,GOOG,551.71,553.8,548.0,550.84,1800570.0
2015-03-17,GOOGL,558.29,560.64,554.41,557.61,1444560.0
2015-03-17,MSFT,41.37,41.83,41.15,41.7,31673448.0
2015-03-18,AAPL,127.0,129.16,126.37,128.47,65270945.0
2015-03-18,AMZN,369.97,375.99,366.7,375.14,2654135.0
2015-03-18,GOOG,552.5,559.78,547.0,559.5,2128714.0
2015-03-18,GOOGL,557.73,566.51,553.5,566.16,1766221.0
2015-03-18,MSFT,41.43,42.83,41.33,42.5,44194771.0
2015-03-19,AAPL,128.75,129.25,127.4,127.5,45809490.0
2015-03-19,AMZN,373.87,377.11,372.19,373.24,1915671.0
2015-03-19,GOOG,559.39,560.8,556.14,557.99,1194049.0
2015-03-19,GOOGL,564.52,566.96,562.12,563.67,1232969.0
2015-03-19,MSFT,42.26,42.59,42.22,42.28,33879066.0
2015-03-20,AAPL,128.25,128.4,125.16,125.9,68695136.0
2015-03-20,AMZN,376.29,379.37,375.92,378.49,3763553.0
2015-03-20,GOOG,561.65,561.72,559.05,560.36,2609690.0
2015-03-20,GOOGL,566.71,567.1,564.48,564.95,2216038.0
2015-03-20,MSFT,42.56,42.98,42.49,42.88,71904529.0
2015-03-23,AAPL,127.12,127.85,126.52,127.21,37709674.0
2015-03-23,AMZN,378.07,381.77,374.94,375.11,2239343.0
2015-03-23,GOOG,560.43,562.36,555.83,558.81,1639306.0
2015-03-23,GOOGL,566.0,569.64,563.06,565.37,1511686.0
2015-03-23,MSFT,42.88,43.13,42.78,42.86,26246086.0
2015-03-24,AAPL,127.23,128.04,126.56,126.69,32842304.0
2015-03-24,AMZN,373.99,375.24,372.27,374.09,2228214.0
2015-03-24,GOOG,562.56,574.59,561.21,570.19,2576234.0
2015-03-24,GOOGL,568.54,581.88,568.09,577.54,3957844.0
2015-03-24,MSFT,42.78,43.17,42.75,42.9,25513252.0
2015-03-25,AAPL,126.54,126.82,123.38,123.38,51655177.0
2015-03-25,AMZN,375.17,380.5,370.28,370.96,3429497.0
2015-03-25,GOOG,570.5,572.26,558.74,558.78,2146384.0
2015-03-25,GOOGL,577.57,580.07,567.0,567.0,2653451.0
2015-03-25,MSFT,42.92,42.92,41.44,41.46,43469907.0
2015-03-26,AAPL,122.76,124.88,122.6,124.24,47572869.0
2015-03-26,AMZN,369.59,371.4,365.65,367.35,2929962.0
2015-03-26,GOOG,557.59,558.9,550.65,555.17,1568331.0
2015-03-26,GOOGL,564.65,567.19,558.31,563.64,2492141.0
2015-03-26,MSFT,41.22,41.61,40.92,41.21,37495627.0
2015-03-27,AAPL,124.57,124.7,122.91,123.25,39546151.0
2015-03-27,AMZN,367.11,373.17,366.57,370.56,2609774.0
2015-03-27,GOOG,553.0,555.28,548.13,548.34,1892323.0
2015-03-27,GOOGL,561.83,564.07,556.93,557.55,1727629.0
2015-03-27,MSFT,41.12,41.43,40.83,40.97,34401398.0
2015-03-30,AAPL,124.05,126.4,124.0,126.37,47099670.0
2015-03-30,AMZN,371.87,376.12,371.55,374.59,1820933.0
2015-03-30,GOOG,551.62,553.47,548.17,552.03,1283958.0
2015-03-30,GOOGL,560.25,562.16,556.79,561.14,1239350.0
2015-03-30,MSFT,41.1,41.54,40.91,40.96,35049662.0
2015-03-31,AAPL,126.09,126.49,124.36,124.43,42090553.0
2015-03-31,AMZN,373.24,377.7,371.51,372.1,2506122.0
2015-03-31,GOOG,550.0,554.71,546.72,548.0,1583677.0
2015-03-31,GOOGL,557.94,562.45,554.67,554.7,1746622.0
2015-03-31,MSFT,40.78,41.03,40.54,40.66,34887219.0
2015-04-01,AAPL,124.82,125.12,123.1,124.25,40621437.0
2015-04-01,AMZN,372.1,373.16,368.34,370.26,2458095.0
2015-04-01,GOOG,548.6,551.14,539.5,542.56,1957718.0
2015-04-01,GOOGL,554.83,558.5,546.03,549.49,1945090.0
2015-04-01,MSFT,40.6,40.76,40.31,40.72,36865322.0
2015-04-02,AAPL,125.03,125.56,124.19,125.32,32220131.0
2015-04-02,AMZN,370.5,373.28,369.0,372.25,1875279.0
2015-04-02,GOOG,540.85,540.85,533.85,535.53,1711737.0
2015-04-02,GOOGL,547.41,548.0,540.44,541.31,2388019.0
2015-04-02,MSFT,40.66,40.74,40.12,40.29,37487476.0
2015-04-06,AAPL,124.47,127.51,124.33,127.35,37193975.0
2015-04-06,AMZN,370.1,380.2,369.36,377.04,3050709.0
2015-04-06,GOOG,532.22,538.41,529.57,536.76,1320767.0
2015-04-06,GOOGL,538.84,545.54,535.7,543.95,1685894.0
2015-04-06,MSFT,40.34,41.78,40.18,41.54,39223692.0
2015-04-07,AAPL,127.64,128.12,125.98,126.01,35012268.0
2015-04-07,AMZN,376.15,379.31,374.03,374.41,1954902.0
2015-04-07,GOOG,538.08,542.69,536.0,537.02,1299298.0
2015-04-07,GOOGL,544.99,550.16,543.58,544.86,1365916.0
2015-04-07,MSFT,41.61,41.91,41.31,41.53,28809375.0
2015-04-08,AAPL,125.85,126.4,124.97,125.6,37329243.0
2015-04-08,AMZN,374.66,381.58,374.65,381.2,2636434.0
2015-04-08,GOOG,538.38,543.85,538.38,541.61,1175332.0
2015-04-08,GOOGL,546.0,551.5,546.0,548.84,1419316.0
2015-04-08,MSFT,41.46,41.69,41.04,41.42,24753438.0
2015-04-09,AAPL,125.85,126.58,124.66,126.56,32483974.0
2015-04-09,AMZN,380.66,384.42,378.8,383.54,2392328.0
2015-04-09,GOOG,541.03,541.95,535.49,540.78,1553586.0
2015-04-09,GOOGL,549.21,549.37,541.95,548.02,1618299.0
2015-04-09,MSFT,41.25,41.62,41.25,41.48,25723861.0
2015-04-10,AAPL,125.95,127.21,125.26,127.1,40187953.0
2015-04-10,AMZN,384.31,387.12,381.32,382.65,2573519.0
2015-04-10,GOOG,542.29,542.29,537.31,540.01,1405574.0
2015-04-10,GOOGL,549.57,549.85,544.98,548.54,1305219.0
2015-04-10,MSFT,41.63,41.95,41.41,41.72,28022002.0
2015-04-13,AAPL,128.37,128.57,126.61,126.85,36365123.0
2015-04-13,AMZN,383.53,385.28,380.14,382.36,1894453.0
2015-04-13,GOOG,538.41,544.06,537.31,539.17,1640809.0
2015-04-13,GOOGL,547.05,553.27,546.3,548.64,1466277.0
2015-04-13,MSFT,41.4,42.06,41.39,41.76,30276692.0
2015-04-14,AAPL,127.0,127.29,125.91,126.3,25524593.0
2015-04-14,AMZN,383.51,387.81,381.21,385.11,2583575.0
2015-04-14,GOOG,536.25,537.57,528.09,530.39,2597043.0
2015-04-14,GOOGL,546.57,546.57,535.74,539.78,2360329.0
2015-04-14,MSFT,41.8,42.03,41.39,41.65,24244382.0
2015-04-15,AAPL,126.41,127.13,126.01,126.78,28970419.0
2015-04-15,AMZN,384.65,385.78,381.64,383.45,1933229.0
2015-04-15,GOOG,528.7,534.73,523.22,532.53,2312512.0
2015-04-15,GOOGL,537.96,543.19,532.37,541.04,2348087.0
2015-04-15,MSFT,41.76,42.46,41.68,42.26,27343581.0
2015-04-16,AAPL,126.28,127.1,126.11,126.17,28368987.0
2015-04-16,AMZN,383.69,387.45,383.55,386.04,2080418.0
2015-04-16,GOOG,529.9,535.59,529.61,533.8,1296304.0
2015-04-16,GOOGL,538.35,545.23,538.1,543.52,1586088.0
2015-04-16,MSFT,41.95,42.34,41.82,42.16,22509652.0
2015-04-17,AAPL,125.55,126.14,124.46,124.75,51957046.0
2015-04-17,AMZN,382.63,383.56,374.4,375.56,3839664.0
2015-04-17,GOOG,528.66,529.84,521.01,524.05,2145955.0
2015-04-17,GOOGL,537.31,539.8,529.0,532.74,2461698.0
2015-04-17,MSFT,41.67,41.74,41.16,41.62,42387608.0
2015-04-20,AAPL,125.57,128.12,125.17,127.6,47054310.0
2015-04-20,AMZN,378.55,391.94,377.0,389.51,5016148.0
2015-04-20,GOOG,525.6,536.09,524.5,535.38,1675487.0
2015-04-20,GOOGL,533.75,545.8,533.35,544.53,1926064.0
2015-04-20,MSFT,41.73,43.17,41.68,42.9,46057733.0
2015-04-21,AAPL,128.1,128.2,126.67,126.91,32435057.0
2015-04-21,AMZN,391.31,394.6,386.8,391.18,4643524.0
2015-04-21,GOOG,537.51,539.39,533.68,533.97,1839668.0
2015-04-21,GOOGL,546.31,547.77,542.21,542.92,1456387.0
2015-04-21,MSFT,43.0,43.15,42.53,42.64,26013844.0
2015-04-22,AAPL,126.99,128.87,126.32,128.62,37654505.0
2015-04-22,AMZN,391.91,394.28,388.0,389.8,3474724.0
2015-04-22,GOOG,534.4,541.08,531.75,539.36,1589248.0
2015-04-22,GOOGL,543.06,551.0,541.32,549.18,1590320.0
2015-04-22,MSFT,42.67,43.13,42.55,42.98,25064273.0
2015-04-23,AAPL,128.3,130.42,128.14,129.67,45770902.0
2015-04-23,AMZN,390.21,391.88,386.15,389.99,7979985.0
2015-04-23,GOOG,541.0,550.96,540.23,547.0,4173376.0
2015-04-23,GOOGL,550.41,561.17,550.08,557.46,3909155.0
2015-04-23,MSFT,42.89,43.61,42.8,43.34,46309530.0
2015-04-24,AAPL,130.49,130.63,129.23,130.28,44525905.0
2015-04-24,AMZN,439.0,452.65,439.0,445.1,17176904.0
2015-04-24,GOOG,566.1,571.14,557.25,565.06,4919031.0
2015-04-24,GOOGL,580.05,584.7,568.35,573.66,4608403.0
2015-04-24,MSFT,45.66,48.14,45.65,47.87,130933665.0
2015-04-27,AAPL,132.31,133.13,131.15,132.65,96954207.0
2015-04-27,AMZN,443.86,446.99,437.41,438.56,5430949.0
2015-04-27,GOOG,563.39,565.95,553.2,555.37,2398039.0
2015-04-27,GOOGL,572.77,575.52,562.3,566.12,2403105.0
2015-04-27,MSFT,47.23,48.13,47.22,48.03,59248172.0
2015-04-28,AAPL,134.46,134.54,129.57,130.56,118923970.0
2015-04-28,AMZN,438.51,439.0,428.04,429.31,4140483.0
2015-04-28,GOOG,554.64,556.02,550.37,553.68,1490983.0
2015-04-28,GOOGL,564.32,567.83,560.96,564.37,1859787.0
2015-04-28,MSFT,47.78,49.21,47.7,49.16,60730778.0
2015-04-29,AAPL,130.16,131.59,128.3,128.64,63386083.0
2015-04-29,AMZN,426.75,434.24,426.03,429.37,3621688.0
2015-04-29,GOOG,550.47,553.68,546.9,549.08,1698761.0
2015-04-29,GOOGL,560.51,565.84,559.0,561.39,1681064.0
2015-04-29,MSFT,48.72,49.31,48.5,49.06,47804562.0
2015-04-30,AAPL,128.64,127.88,124.58,125.15,83195423.0
2015-04-30,AMZN,427.11,431.75,419.24,421.78,3647877.0
2015-04-30,GOOG,547.87,548.59,535.05,537.34,2082214.0
